Lot URL,Lot/Inv #,Estimated Value,Sale Date,Year,Make,Model,Engine Type,Cylinders,VIN,Title Code,Odometer,Odometer Description,Damage Description,Current Bid,My Bid,Item Number,Sale Name
https://www.copart.com/lotDetail/63194993,63194993,"11,189 USD",10/30/2023 01:00 pm EDT,2012,TOYT,PRIUS V,1.8L  4,4,JTDZN3EU1C3******,JUNKED VEHICLE BILL OF SALE,"126,136 A",ACTUAL,FRONT END,0 USD,0 USD,0,WI - APPLETON
https://www.copart.com/lotDetail/50388693,50388693,"16,992 USD",,2013,TOYT,CAMRY HYBR,2.5L  4,4,4T1BD1FK6DU******,BILL OF SALE,"91,123 A",ACTUAL,REAR END,0 USD,0 USD,0,IL - CHICAGO NORTH
https://www.copart.com/lotDetail/72765423,72765423,0 USD,10/23/2023 09:00 pm EDT,2010,TOYT,COROLLA BA,1.8L  4,4,2T1BU4EE3AC******,CERTIFICATE OF TITLE (P),"172,708 A",ACTUAL,MECHANICAL,425 USD,0 USD,0,CT - HARTFORD SPRINGFIELD
https://www.copart.com/lotDetail/72969403,72969403,0 USD,10/23/2023 09:00 pm EDT,2008,TOYT,PRIUS,1.5L  4,4,JTDKB20U583******,CERTIFICATE OF TITLE (P),1 E,EXEMPT,MECHANICAL,800 USD,0 USD,0,CT - HARTFORD SPRINGFIELD
https://www.copart.com/lotDetail/63808193,63808193,"9,750 USD",10/23/2023 09:00 pm EDT,2006,TOYT,TACOMA DOU,4.0L  6,6,3TMKU72N76M******,BILL OF SALE (P),"326,905 A",ACTUAL,MINOR DENT/SCRATCHES,"2,650 USD",0 USD,0,CT - HARTFORD SPRINGFIELD
https://www.copart.com/lotDetail/73027083,73027083,0 USD,10/26/2023 10:00 am EDT,2007,TOYT,SEQUOIA LI,4.7L  8,8,5TDBT48A77S******,CERTIFICATE OF TITLE (P),"240,124 A",ACTUAL,FRAME DAMAGE,0 USD,0 USD,0,CT - HARTFORD SPRINGFIELD
https://www.copart.com/lotDetail/63005553,63005553,"1,979 USD",10/24/2023 10:00 am EDT,2002,TOYT,CAMRY LE,3.0L  6,6,4T1BF32K92U******,BILL OF SALE - PARTS ONLY,"217,220 A",ACTUAL,FRONT END,0 USD,0 USD,0,CT - HARTFORD
https://www.copart.com/lotDetail/64086293,64086293,"1,000 USD",10/24/2023 10:00 am EDT,1987,TOYT,4RUNNER SR,3.4L  6,6,JT3HN86R3V0******,BILL OF SALE - PARTS ONLY,"267,121 A",ACTUAL,MINOR DENT/SCRATCHES,0 USD,0 USD,0,CT - HARTFORD
https://www.copart.com/lotDetail/68378213,68378213,0 USD,10/24/2023 10:00 am EDT,2014,TOYT,HIGHLANDER,3.5L  6,6,5TDDKRFH4ES******,CERTIFICATE OF TITLE (P),"160,973 A",ACTUAL,MINOR DENT/SCRATCHES,0 USD,0 USD,0,CT - HARTFORD
https://www.copart.com/lotDetail/72921983,72921983,"2,024 USD",10/24/2023 10:00 am EDT,1997,TOYT,CAMRY CE,2.2L  4,4,4T1BG22K9VU******,BILL OF SALE-SALVAGE,"199,620 A",ACTUAL,ALL OVER,0 USD,0 USD,0,CT - HARTFORD
https://www.copart.com/lotDetail/70073193,70073193,0 USD,10/24/2023 10:00 am EDT,2002,TOYT,LAND CRUIS,4.7L  8,8,JTEHT05JX22******,CERTIFICATE OF TITLE (P),"188,354 A",ACTUAL,MINOR DENT/SCRATCHES,0 USD,0 USD,0,CT - HARTFORD
https://www.copart.com/lotDetail/59508283,59508283,0 USD,10/24/2023 09:00 pm EDT,2017,TOYT,RAV4 LE,2.5L  4,4,2T3BFREV1HW******,CERTIFICATE OF TITLE (P),"194,444 A",ACTUAL,MINOR DENT/SCRATCHES,"8,500 USD",0 USD,0,CT - HARTFORD
https://www.copart.com/lotDetail/67746113,67746113,0 USD,10/24/2023 09:00 pm EDT,2019,TOYT,CAMRY L,2.5L  4,4,4T1B11HK2KU******,CERTIFICATE OF TITLE (P),"130,238 A",ACTUAL,REAR END,"11,500 USD",0 USD,0,CT - HARTFORD
https://www.copart.com/lotDetail/72283663,72283663,0 USD,10/24/2023 09:00 pm EDT,2018,TOYT,CAMRY L,2.5L  4,4,4T1B11HKXJU******,CERTIFICATE OF TITLE (P),"60,164 A",ACTUAL,MECHANICAL,"12,100 USD",0 USD,0,CT - HARTFORD
https://www.copart.com/lotDetail/61566323,61566323,"8,178 USD",10/25/2023 10:00 am EDT,2006,TOYT,AVALON XL,3.5L  6,6,4T1BK36B66U******,BILL OF SALE,"118,225 A",ACTUAL,REAR END,0 USD,0 USD,0,MA - WEST WARREN
https://www.copart.com/lotDetail/57467432,57467432,"5,730 USD",10/23/2023 10:00 am EDT,2006,TOYT,4RUNNER SR,4.0L  6,6,JTEZU14R868******,BILL OF SALE/PART ONLY/NO TITL,"225,322 A",ACTUAL,ALL OVER,0 USD,0 USD,1115,KY - LEXINGTON EAST
https://www.copart.com/lotDetail/70662673,70662673,0 USD,10/23/2023 10:00 am EDT,2014,TOYT,SIENNA XLE,3.5L  6,6,5TDYK3DC7ES******,BILL OF SALE/PART ONLY/NO TITL,"138,501 N",NOT ACTUAL,FRONT END,"1,850 USD",0 USD,72,KY - LEXINGTON EAST
https://www.copart.com/lotDetail/72757763,72757763,0 USD,10/23/2023 10:00 am EDT,2017,TOYT,TACOMA ACC,3.5L  6,6,5TFSZ5AN1HX******,CERT OF TITLE-REBUILT VEHICLE (P),"34,811 A",ACTUAL,MINOR DENT/SCRATCHES,0 USD,0 USD,97,KY - LEXINGTON EAST
https://www.copart.com/lotDetail/63536583,63536583,"16,018 USD",10/23/2023 10:00 am EDT,2014,TOYT,HIGHLANDER,3.5L  6,6,5TDDKRFH4ES******,BILL OF SALE/PART ONLY/NO TITL,"171,758 N",NOT ACTUAL,FRONT END,"1,300 USD",0 USD,3,KY - LEXINGTON EAST
https://www.copart.com/lotDetail/67177203,67177203,"11,790 USD",10/30/2023 10:00 am EDT,2015,TOYT,CAMRY LE,2.5L  4,4,4T4BF1FKXFR******,BILL OF SALE/PART ONLY/NO TITL,0 N,NOT ACTUAL,SIDE,0 USD,0 USD,0,KY - LEXINGTON EAST
https://www.copart.com/lotDetail/67377493,67377493,"31,195 USD",10/30/2023 10:00 am EDT,2019,TOYT,HIGHLANDER,3.5L  6,6,5TDBZRFHXKS******,BILL OF SALE/PART ONLY/NO TITL,"32,677 A",ACTUAL,SIDE,0 USD,0 USD,0,KY - LEXINGTON EAST
https://www.copart.com/lotDetail/73323943,73323943,0 USD,Future,1999,TOYT,TACOMA XTR,2.4L  4,4,4TAVL52N1XZ******,CERTIFICATE OF TITLE (P),"147,502 A",ACTUAL,MINOR DENT/SCRATCHES,0 USD,0 USD,0,NY - LONG ISLAND
https://www.copart.com/lotDetail/55517603,55517603,"10,961 USD",10/25/2023 10:00 am EDT,2006,TOYT,4RUNNER LI,4.7L  8,8,JTEBT17R868******,BILL OF SALE/PART ONLY/NO TITL,0 N,NOT ACTUAL,FRONT END,600 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/58012812,58012812,"4,637 USD",10/25/2023 10:00 am EDT,2006,TOYT,AVALON XL,3.5L  6,6,4T1BK36B26U******,BILL OF SALE/PART ONLY/NO TITL,"250,404 A",ACTUAL,FRONT END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/58627893,58627893,"13,085 USD",10/25/2023 10:00 am EDT,2014,TOYT,COROLLA L,1.8L  4,4,2T1BURHE4EC******,BILL OF SALE/PART ONLY/NO TITL,"101,405 A",ACTUAL,FRONT END,500 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/59396223,59396223,"6,564 USD",10/25/2023 10:00 am EDT,2008,TOYT,AVALON XL,3.5L  6,6,4T1BK36B58U******,BILL OF SALE/PART ONLY/NO TITL,0 N,NOT ACTUAL,FRONT END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/62381703,62381703,"15,320 USD",10/25/2023 10:00 am EDT,2016,TOYT,COROLLA L,1.8L  4,4,5YFBURHE0GP******,BILL OF SALE/PART ONLY/NO TITL,"68,823 A",ACTUAL,ALL OVER,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/69272363,69272363,"5,928 USD",10/25/2023 10:00 am EDT,2011,TOYT,CAMRY BASE,2.5L  4,4,4T1BF3EK7BU******,BILL OF SALE/PART ONLY/NO TITL,"169,472 A",ACTUAL,REAR END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/67238103,67238103,"14,828 USD",10/25/2023 10:00 am EDT,2016,TOYT,COROLLA L,1.8L  4,4,5YFBURHE5GP******,BILL OF SALE/PART ONLY/NO TITL,"89,189 A",ACTUAL,REAR END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/67244453,67244453,"15,127 USD",10/25/2023 10:00 am EDT,2013,TOYT,HIGHLANDER,2.7L  4,4,5TDZA3EH2DS******,BILL OF SALE/PART ONLY/NO TITL,0 N,NOT ACTUAL,SIDE,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/68497433,68497433,"7,172 USD",10/25/2023 10:00 am EDT,2008,TOYT,AVALON XL,3.5L  6,6,4T1BK36B78U******,BILL OF SALE/PART ONLY/NO TITL,"168,707 A",ACTUAL,FRONT END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/68677413,68677413,"15,706 USD",10/25/2023 10:00 am EDT,2014,TOYT,CAMRY SE,3.5L  6,6,4T1BK1FK8EU******,BILL OF SALE/PART ONLY/NO TITL,"79,877 A",ACTUAL,SIDE,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/63737413,63737413,"3,910 USD",10/25/2023 10:00 am EDT,2002,TOYT,TUNDRA ACC,4.7L  8,8,5TBBT44112S******,BILL OF SALE/PART ONLY/NO TITL,0 N,NOT ACTUAL,ROLLOVER,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/63782113,63782113,"7,141 USD",10/25/2023 10:00 am EDT,2011,TOYT,CAMRY BASE,2.5L  4,4,4T1BF3EK6BU******,BILL OF SALE/PART ONLY/NO TITL,"171,600 N",NOT ACTUAL,REAR END,175 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/63990183,63990183,"8,849 USD",10/25/2023 10:00 am EDT,2015,TOYT,COROLLA L,1.8L  4,4,2T1BURHE7FC******,BILL OF SALE/PART ONLY/NO TITL,"176,300 A",ACTUAL,HAIL,175 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/64466393,64466393,"11,293 USD",10/25/2023 10:00 am EDT,2007,TOYT,TUNDRA CRE,5.7L  8,8,5TBDV58197S******,BILL OF SALE/PART ONLY/NO TITL,"313,400 A",ACTUAL,FRONT END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/65886613,65886613,"14,691 USD",10/25/2023 10:00 am EDT,2015,TOYT,COROLLA L,1.8L  4,4,2T1BURHEXFC******,BILL OF SALE/PART ONLY/NO TITL,"91,414 A",ACTUAL,FRONT END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/66094443,66094443,"25,722 USD",10/25/2023 10:00 am EDT,2019,TOYT,CAMRY L,2.5L  4,4,4T1B11HK5KU******,BILL OF SALE/PART ONLY/NO TITL,"34,097 A",ACTUAL,ALL OVER,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/66264943,66264943,"4,271 USD",10/25/2023 10:00 am EDT,2008,TOYT,COROLLA CE,1.8L  4,4,2T1BR32EX8C******,BILL OF SALE/PART ONLY/NO TITL,"168,965 A",ACTUAL,ALL OVER,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/67049203,67049203,"8,724 USD",10/25/2023 10:00 am EDT,2007,TOYT,CAMRY,2.4L  4,4,4T1BE46K57U******,BILL OF SALE/PART ONLY/NO TITL,"114,538 A",ACTUAL,FRONT END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/50729683,50729683,"25,479 USD",Future,2017,TOYT,RAV4 LIMIT,2.5L  4,4,2T3DFREV7HW******,BILL OF SALE/PART ONLY/NO TITL,"44,892 A",ACTUAL,FRONT END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/70693153,70693153,"5,608 USD",Future,2007,TOYT,RAV4,2.4L  4,4,JTMZD33VX76******,BILL OF SALE/PART ONLY/NO TITL,0 N,NOT ACTUAL,ROLLOVER,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/70164833,70164833,"3,039 USD",Future,2004,TOYT,COROLLA CE,1.8L  4,4,1NXBR32E44Z******,BILL OF SALE/PART ONLY/NO TITL,"214,959 A",ACTUAL,REAR END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/65390473,65390473,"9,589 USD",Future,2011,TOYT,SIENNA SPO,3.5L  6,6,5TDXK3DC1BS******,BILL OF SALE/PART ONLY/NO TITL,"190,520 A",ACTUAL,SIDE,175 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/55966993,55966993,"2,805 USD",Future,2000,TOYT,CAMRY CE,2.2L  4,4,4T1BG22K6YU******,BILL OF SALE/PART ONLY/NO TITL,"252,114 A",ACTUAL,SIDE,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/60562793,60562793,"5,180 USD",Future,2002,TOYT,SEQUOIA LI,4.7L  8,8,5TDBT48A52S******,BILL OF SALE/PART ONLY/NO TITL,0 N,NOT ACTUAL,ROLLOVER,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/66924563,66924563,"1,916 USD",Future,2003,TOYT,CAMRY LE,2.4L  4,4,4T1BE32K73U******,BILL OF SALE/PART ONLY/NO TITL,"285,746 A",ACTUAL,FRONT END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/69070253,69070253,"8,469 USD",Future,2013,TOYT,COROLLA,1.8L  4,4,2T1BU4EE5DC******,BILL OF SALE/PART ONLY/NO TITL,"164,281 A",ACTUAL,FRONT END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/58683663,58683663,"23,750 USD",Future,2018,TOYT,RAV4 ADVEN,2.5L  4,4,JTMRFREV0JJ******,BILL OF SALE/PART ONLY/NO TITL,"75,790 A",ACTUAL,FRONT END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/69889083,69889083,"6,169 USD",Future,2012,TOYT,SCION XB,2.4L  4,4,JTLZE4FE9CJ******,BILL OF SALE/PART ONLY/NO TITL,"159,340 A",ACTUAL,FRONT END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/59785393,59785393,"7,529 USD",Future,2013,TOYT,RAV4 XLE,2.5L  4,4,2T3RFREV2DW******,BILL OF SALE/PART ONLY/NO TITL,0 N,NOT ACTUAL,VANDALISM,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/63101883,63101883,"19,762 USD",,2014,TOYT,HIGHLANDER,3.5L  6,6,5TDDKRFH4ES******,BILL OF SALE/PART ONLY/NO TITL,"114,025 A",ACTUAL,REAR END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/63719683,63719683,"39,448 USD",,2018,TOYT,TACOMA DOU,3.5L  6,6,3TMCZ5AN4JM******,BILL OF SALE/PART ONLY/NO TITL,"49,264 A",ACTUAL,ROLLOVER,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/61381453,61381453,"19,769 USD",,2019,TOYT,CAMRY L,2.5L  4,4,4T1B11HK6KU******,BILL OF SALE/PART ONLY/NO TITL,0 N,NOT ACTUAL,FRONT END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/69650293,69650293,"17,176 USD",,2020,TOYT,COROLLA LE,1.8L  4,4,JTDEPRAE5LJ******,BILL OF SALE/PART ONLY/NO TITL,"65,121 A",ACTUAL,FRONT END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/70481503,70481503,"12,731 USD",,2007,TOYT,4RUNNER SR,4.0L  6,6,JTEBU14R878******,BILL OF SALE/PART ONLY/NO TITL,0 N,NOT ACTUAL,ROLLOVER,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/54351563,54351563,"14,819 USD",,2017,TOYT,YARIS IA,1.5L  4,4,3MYDLBYV1HY******,BILL OF SALE/PART ONLY/NO TITL,"70,812 A",ACTUAL,SIDE,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/69309213,69309213,"14,337 USD",,2012,TOYT,PRIUS V,1.8L  4,4,JTDZN3EU4C3******,BILL OF SALE/PART ONLY/NO TITL,"80,026 A",ACTUAL,FRONT END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/70003063,70003063,"10,475 USD",,2010,TOYT,COROLLA BA,1.8L  4,4,1NXBU4EE2AZ******,BILL OF SALE/PART ONLY/NO TITL,"89,699 A",ACTUAL,FRONT END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/65025903,65025903,"12,732 USD",,2014,TOYT,RAV4 LIMIT,2.5L  4,4,2T3DFREV2EW******,BILL OF SALE/PART ONLY/NO TITL,"163,307 A",ACTUAL,FRONT END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/67502913,67502913,"19,274 USD",,2017,TOYT,RAV4 XLE,2.5L  4,4,JTMRFREV8HJ******,BILL OF SALE/PART ONLY/NO TITL,"96,644 A",ACTUAL,FRONT END,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/68771763,68771763,"16,980 USD",,1996,TOYT,LAND CRUIS,4.5L  6,6,JT3HJ85J4T0******,BILL OF SALE/PART ONLY/NO TITL,"258,645 A",ACTUAL,ROLLOVER,0 USD,0 USD,0,KY - LEXINGTON WEST
https://www.copart.com/lotDetail/69274583,69274583,"10,380 USD",10/24/2023 01:00 pm EDT,2009,TOYT,CAMRY BASE,2.4L  4,4,4T4BE46K89R******,JUNKED VEHICLE BILL OF SALE,"111,203 A",ACTUAL,SIDE,0 USD,0 USD,0,WI - MADISON SOUTH
https://www.copart.com/lotDetail/70324823,70324823,"15,679 USD",10/24/2023 01:00 pm EDT,2014,TOYT,RAV4 LE,2.5L  4,4,JTMBFREV4ED******,JUNKED VEHICLE BILL OF SALE,"59,636 A",ACTUAL,FRONT END,0 USD,0 USD,0,WI - MADISON SOUTH
https://www.copart.com/lotDetail/70648443,70648443,"2,850 USD",10/24/2023 01:00 pm EDT,2001,TOYT,AVALON XL,3.0L  6,6,4T1BF28B81U******,JUNKED VEHICLE BILL OF SALE,"214,759 A",ACTUAL,REAR END,0 USD,0 USD,0,WI - MADISON SOUTH
https://www.copart.com/lotDetail/67347413,67347413,"11,757 USD",10/24/2023 01:00 pm EDT,2012,TOYT,CAMRY HYBR,2.5L  4,4,4T1BD1FK7CU******,JUNKED VEHICLE BILL OF SALE,"151,650 A",ACTUAL,HAIL,0 USD,0 USD,0,WI - MADISON SOUTH
https://www.copart.com/lotDetail/68431643,68431643,"6,646 USD",10/24/2023 01:00 pm EDT,2008,TOYT,RAV4,2.4L  4,4,JTMZD33V086******,JUNKED VEHICLE BILL OF SALE,"184,917 E",EXEMPT,VANDALISM,250 USD,0 USD,0,WI - MADISON SOUTH
https://www.copart.com/lotDetail/71150853,71150853,"4,628 USD",10/24/2023 01:00 pm EDT,2008,TOYT,CAMRY HYBR,2.4L  4,4,4T1BB46K48U******,JUNKED VEHICLE BILL OF SALE,"215,282 A",ACTUAL,FRONT END,0 USD,0 USD,0,WI - MADISON SOUTH
https://www.copart.com/lotDetail/71170503,71170503,"8,644 USD",10/24/2023 01:00 pm EDT,2013,TOYT,PRIUS,1.8L  4,4,JTDKN3DU9D1******,JUNKED VEHICLE BILL OF SALE,"250,568 A",ACTUAL,FRONT END,0 USD,0 USD,0,WI - MADISON SOUTH
https://www.copart.com/lotDetail/71418313,71418313,"18,003 USD",10/24/2023 01:00 pm EDT,2009,TOYT,TUNDRA DOU,5.7L  8,8,5TFBW54199X******,JUNKED VEHICLE BILL OF SALE,"127,808 A",ACTUAL,REAR END,275 USD,0 USD,0,WI - MADISON SOUTH
https://www.copart.com/lotDetail/71586023,71586023,"8,203 USD",10/24/2023 01:00 pm EDT,2009,TOYT,COROLLA BA,1.8L  4,4,JTDBL40E39J******,JUNKED VEHICLE BILL OF SALE,"125,392 A",ACTUAL,FRONT END,0 USD,0 USD,0,WI - MADISON SOUTH
https://www.copart.com/lotDetail/71675733,71675733,"8,004 USD",10/24/2023 01:00 pm EDT,2011,TOYT,COROLLA BA,1.8L  4,4,2T1BU4EE4BC******,JUNKED VEHICLE BILL OF SALE,"194,653 A",ACTUAL,FRONT END,275 USD,0 USD,0,WI - MADISON SOUTH
https://www.copart.com/lotDetail/71727063,71727063,"16,986 USD",10/24/2023 01:00 pm EDT,2017,TOYT,COROLLA IM,1.8L  4,4,JTNKARJE1HJ******,JUNKED VEHICLE BILL OF SALE,"41,501 A",ACTUAL,SIDE,250 USD,0 USD,0,WI - MADISON SOUTH
https://www.copart.com/lotDetail/67139443,67139443,"18,966 USD",10/24/2023 01:00 pm EDT,2017,TOYT,CAMRY XSE,3.5L  6,6,4T1BK1FK8HU******,JUNKED VEHICLE BILL OF SALE,"81,862 A",ACTUAL,REAR END,350 USD,0 USD,0,WI - MADISON SOUTH
https://www.copart.com/lotDetail/66948033,66948033,"3,634 USD",10/24/2023 01:00 pm EDT,2004,TOYT,SIENNA XLE,3.3L  6,6,5TDZA22CX4S******,JUNKED VEHICLE BILL OF SALE,"259,403 A",ACTUAL,MINOR DENT/SCRATCHES,0 USD,0 USD,0,WI - MADISON SOUTH
https://www.copart.com/lotDetail/68948163,68948163,"4,431 USD",Future,2007,TOYT,CAMRY CE,2.4L  4,4,4T1BE46K97U******,JUNKED VEHICLE BILL OF SALE,"197,245 A",ACTUAL,REAR END,0 USD,0 USD,0,WI - MADISON SOUTH
https://www.copart.com/lotDetail/72622023,72622023,"9,283 USD",Future,2009,TOYT,PRIUS,1.5L  4,4,JTDKB20U793******,JUNKED VEHICLE BILL OF SALE,0 E,EXEMPT,FRONT END,0 USD,0 USD,0,WI - MADISON SOUTH
https://www.copart.com/lotDetail/72786933,72786933,"4,791 USD",Future,2006,TOYT,COROLLA CE,1.8L  4,4,1NXBR30E26Z******,JUNKED VEHICLE BILL OF SALE,"176,035 E",EXEMPT,FRONT END,0 USD,0 USD,0,WI - MADISON SOUTH
https://www.copart.com/lotDetail/55457033,55457033,"6,902 USD",10/23/2023 10:00 am EDT,2009,TOYT,CAMRY BASE,2.4L  4,4,4T1BE46K39U******,BILL OF SALE/PART ONLY/NO TITL,0 N,NOT ACTUAL,ALL OVER,0 USD,0 USD,2284,KY - LOUISVILLE
https://www.copart.com/lotDetail/56699823,56699823,"34,548 USD",10/23/2023 10:00 am EDT,2019,TOYT,SIENNA XLE,3.5L  6,6,5TDDZ3DC4KS******,BILL OF SALE/PART ONLY/NO TITL,"61,782 N",NOT ACTUAL,REAR END,300 USD,0 USD,116,KY - LOUISVILLE
https://www.copart.com/lotDetail/59717893,59717893,"16,000 USD",10/23/2023 10:00 am EDT,2018,TOYT,CAMRY L,2.5L  4,4,JTNB11HK9J3******,BILL OF SALE/PART ONLY/NO TITL,0 N,NOT ACTUAL,BURN,475 USD,0 USD,2302,KY - LOUISVILLE
https://www.copart.com/lotDetail/66084183,66084183,"22,900 USD",10/23/2023 10:00 am EDT,2021,TOYT,CAMRY SE,2.5L  4,4,4T1G11AK4MU******,BILL OF SALE/PART ONLY/NO TITL,"46,397 A",ACTUAL,TOP/ROOF,350 USD,0 USD,2266,KY - LOUISVILLE
https://www.copart.com/lotDetail/66995123,66995123,"15,989 USD",10/23/2023 10:00 am EDT,2017,TOYT,COROLLA L,1.8L  4,4,2T1BURHE6HC******,BILL OF SALE/PART ONLY/NO TITL,"85,029 A",ACTUAL,REAR END,300 USD,0 USD,2327,KY - LOUISVILLE
https://www.copart.com/lotDetail/42176703,42176703,"22,329 USD",10/26/2023 10:00 am EDT,2019,TOYT,CAMRY L,2.5L  4,4,4T1B11HK9KU******,BILL OF SALE/PART ONLY/NO TITL,"34,868 A",ACTUAL,FRONT END,0 USD,0 USD,0,KY - LOUISVILLE
https://www.copart.com/lotDetail/61298203,61298203,"7,582 USD",10/26/2023 10:00 am EDT,2011,TOYT,RAV4,2.5L  4,4,2T3BF4DV8BW******,BILL OF SALE/PART ONLY/NO TITL,"168,214 A",ACTUAL,SIDE,0 USD,0 USD,0,KY - LOUISVILLE
https://www.copart.com/lotDetail/68025573,68025573,"16,439 USD",10/26/2023 10:00 am EDT,2015,TOYT,COROLLA L,1.8L  4,4,2T1BURHE9FC******,BILL OF SALE/PART ONLY/NO TITL,"63,129 A",ACTUAL,FRONT END,0 USD,0 USD,0,KY - LOUISVILLE
https://www.copart.com/lotDetail/68605513,68605513,"9,339 USD",10/26/2023 10:00 am EDT,2012,TOYT,COROLLA BA,1.8L  4,4,5YFBU4EEXCP******,BILL OF SALE/PART ONLY/NO TITL,"164,808 A",ACTUAL,SIDE,500 USD,0 USD,0,KY - LOUISVILLE
https://www.copart.com/lotDetail/68663643,68663643,"28,010 USD",10/26/2023 10:00 am EDT,2020,TOYT,PRIUS L,1.8L  4,4,JTDKARFU3L3******,BILL OF SALE/PART ONLY/NO TITL,"19,140 A",ACTUAL,FRONT END,0 USD,0 USD,0,KY - LOUISVILLE
https://www.copart.com/lotDetail/64251683,64251683,"29,807 USD",10/26/2023 10:00 am EDT,2021,TOYT,PRIUS SPEC,1.8L  4,4,JTDKAMFU5M3******,BILL OF SALE/PART ONLY/NO TITL,"30,601 A",ACTUAL,REAR END,0 USD,0 USD,0,KY - LOUISVILLE
https://www.copart.com/lotDetail/64837123,64837123,"11,654 USD",10/26/2023 10:00 am EDT,2006,TOYT,TUNDRA ACC,4.7L  8,8,5TBBT44116S******,BILL OF SALE/PART ONLY/NO TITL,"110,076 A",ACTUAL,TOP/ROOF,550 USD,0 USD,0,KY - LOUISVILLE
https://www.copart.com/lotDetail/65400543,65400543,"11,367 USD",10/26/2023 10:00 am EDT,2011,TOYT,CAMRY BASE,2.5L  4,4,4T4BF3EK5BR******,BILL OF SALE/PART ONLY/NO TITL,"87,474 A",ACTUAL,REAR END,0 USD,0 USD,0,KY - LOUISVILLE
https://www.copart.com/lotDetail/66071423,66071423,"7,706 USD",10/26/2023 10:00 am EDT,2009,TOYT,COROLLA MA,2.4L  4,4,2T1KE40E19C******,BILL OF SALE/PART ONLY/NO TITL,0 N,NOT ACTUAL,BURN,0 USD,0 USD,0,KY - LOUISVILLE
https://www.copart.com/lotDetail/66748322,66748322,"14,998 USD",10/26/2023 10:00 am EDT,2011,TOYT,TACOMA DOU,4.0L  6,6,3TMLU4EN5BM******,BILL OF SALE/PART ONLY/NO TITL,"179,244 A",ACTUAL,ROLLOVER,0 USD,0 USD,0,KY - LOUISVILLE
https://www.copart.com/lotDetail/49514113,49514113,"10,193 USD",10/26/2023 10:00 am EDT,2007,TOYT,SEQUOIA LI,4.7L  8,8,5TDBT48AX7S******,BILL OF SALE/PART ONLY/NO TITL,"175,610 A",ACTUAL,REAR END,300 USD,0 USD,0,KY - LOUISVILLE
